from_id,to_id,is_connector,funcclass,lanes,speed,length,alpha,beta,Q
2:456717,20656:2856070,f,7,1.0,40,45.4155245149417,0.7,4,600
2:451005,2:451012,f,3,2.0,70,75.2207587894286,0.5,6,1800
2:454565,2:3708969,f,7,1.0,40,247.298043723145,0.7,4,600
2:3710689,2:3710710,f,7,1.0,50,76.7830813667695,0.7,4,600
2:436035,2:436158,f,5,2.0,70,1023.55361825802,0.6,5,1200
11177:1788,1:210301600,f,4,2.0,40,428.719495925473,0.6,5,1200
2:3708697,20656:2874536,f,7,1.0,40,11.2520073752536,0.7,4,600
11180:925,2:459951,f,7,1.0,50,22.463847421764,0.7,4,600
20656:2874828,2:452097,f,7,1.0,30,39.9321682608966,0.7,4,600
2:445749,2:445637,f,5,2.0,70,309.130375811467,0.6,5,1200
20656:2858978,20656:2858938,f,5,1.0,40,98.6594357104941,0.6,5,1200
12723:126722,10016:320744,f,0,1.0,90,127.552043051063,0.4,8,2000
2480C1310,2:454925,t,7,1.0,30,100.0,0.7,4,600
1:200302400,18931:175655,f,4,2.0,70,230.176336886099,0.6,5,1200
2:458132,2:458140,f,4,2.0,70,42.4468967798115,0.6,5,1200
20656:2883380,11158:99369,f,7,1.0,30,7.19276754792412,0.7,4,600
2:438959,2:438934,f,5,2.0,90,449.273653245183,0.6,5,1200
2:453987,2:454010,f,7,1.0,40,27.7540354335212,0.7,4,600
10027:775839,11178:2904,f,7,1.0,30,155.058914088728,0.7,4,600
1:210101400,12848:2088,f,5,2.0,70,915.180289374078,0.6,5,1200
2:462819,2:3711823,f,7,1.0,70,227.007332981374,0.7,4,600
16585:28888,20656:2898088,f,4,2.0,50,13.5997875718121,0.6,5,1200
11178:5943,11178:5949,f,7,1.0,30,107.164549515952,0.7,4,600
20661:1124,2:3711204,f,7,1.0,40,12.9527772358659,0.7,4,600
2:461954,2:3711526,f,7,1.0,50,100.127006503092,0.7,4,600
20656:2822462,20656:2822460,f,7,1.0,30,161.417768854986,0.7,4,600
20656:2898100,20656:2898086,f,4,2.0,40,232.022287442174,0.6,5,1200
20656:2867268,2:455344,f,7,1.0,30,201.216873311199,0.7,4,600
2:460216,2:460241,f,7,1.0,30,75.8454280363859,0.7,4,600
10082:96197,2:3708059,f,4,2.0,70,13.6266805772557,0.6,5,1200
10016:319982,12732:25660,f,7,1.0,30,16.3381139110017,0.7,4,600
2:462537,2:462505,f,7,1.0,30,181.00605310323,0.7,4,600
20656:2869774,11178:6974,f,7,1.0,30,311.992529924489,0.7,4,600
2:452170,10027:794346,f,4,2.0,70,44.3787152800716,0.6,5,1200
2:3711381,12735:2510,f,7,1.0,50,5.98190387737054,0.7,4,600
20656:2866452,2:459941,f,7,1.0,30,181.798743349582,0.7,4,600
2:456658,2:3709690,f,4,2.0,60,224.082889203838,0.6,5,1200
2:3709122,15590:3375,f,7,1.0,30,333.462730014582,0.7,4,600
2:451084,1:200404000,f,5,1.0,40,123.660485768967,0.6,5,1200
20656:2868869,20656:340925,f,7,1.0,50,56.3137235500264,0.7,4,600
10747:2021,10747:2024,f,0,1.0,100,224.206651400633,0.4,8,2000
2:454520,11178:8782,f,7,1.0,50,34.1538868215998,0.7,4,600
20656:376401,20656:2860848,f,7,1.0,30,28.0832868089491,0.7,4,600
2:463546,2:3712018,f,6,1.0,70,6.72102298808249,0.7,4,900
2:3709403,20656:2836440,f,7,1.0,30,62.215174700208,0.7,4,600
2:438778,2:438727,f,3,2.0,40,244.941159076831,0.5,6,1800
18931:175957,2:3710942,f,4,2.0,70,56.2976280269687,0.6,5,1200
2:3705673,2:440629,f,3,2.0,90,8.83846259247655,0.5,6,1800
2:3709150,20656:2890012,f,7,1.0,40,28.4507145254582,0.7,4,600
2:448150,12727:131229,f,5,2.0,50,5.267638275174,0.6,5,1200
2:445883,1:210100700,f,3,2.0,100,568.474478710291,0.5,6,1800
11179:622,11179:628,f,7,1.0,30,123.463211884104,0.7,4,600
2:461141,2:461136,f,4,2.0,70,55.4906972412077,0.6,5,1200
10017:22086,10017:22084,f,7,1.0,50,53.5960123878828,0.7,4,600
2:448526,2:448407,f,5,2.0,50,634.130079283676,0.6,5,1200
12847:7881,20656:2870438,f,7,1.0,30,6.53868190046604,0.7,4,600
2:3707629,20656:2827836,f,7,1.0,30,95.7305696784691,0.7,4,600
16665:9594,11178:6164,f,7,1.0,50,20.7566543783246,0.7,4,600
20656:365590,16587:25633,f,4,1.0,50,20.6488013146988,0.6,5,1200
20656:366145,10027:778076,f,7,1.0,30,80.9764172631185,0.7,4,600
2:460304,2:460287,f,7,1.0,40,125.701852091686,0.7,4,600
1:200404105,18:126,f,5,1.0,50,26.1502455821399,0.6,5,1200
20656:341985,11180:1100,f,7,1.0,30,31.9427459370228,0.7,4,600
2:462507,2:462528,f,7,1.0,30,51.8093181447219,0.7,4,600
2:448688,2:448713,f,7,1.0,50,124.124384260885,0.7,4,600
2:3709331,1:200302100,f,4,2.0,70,337.896917829864,0.6,5,1200
2:450993,20656:2826429,f,5,1.0,40,9.54059772756206,0.6,5,1200
2:3709858,2:3709861,f,7,1.0,30,194.511466486959,0.7,4,600
2:456194,20656:2836282,f,7,1.0,40,13.8066269233527,0.7,4,600
20656:409546,2:3709004,f,7,1.0,40,12.0482032121564,0.7,4,600
2:3709238,11178:6217,f,7,1.0,30,32.4620919036344,0.7,4,600
2:436186,10082:146304,f,3,2.0,70,60.7933613165616,0.5,6,1800
2:460534,11180:1620,f,7,1.0,50,107.122027162808,0.7,4,600
2:460215,2:460216,f,7,1.0,30,25.9516641663285,0.7,4,600
18931:166501,11178:6687,f,7,1.0,70,215.543267327416,0.7,4,600
2:455492,2:455439,f,4,2.0,40,28.3780591652924,0.6,5,1200
2:459916,2:460012,f,5,1.0,60,278.23002832167,0.6,5,1200
2:456089,20656:2858932,f,5,1.0,40,39.1588803465283,0.6,5,1200
2:3709131,2:455264,f,7,1.0,30,86.5701159757852,0.7,4,600
10016:318349,16587:25039,f,7,1.0,50,92.517796284484,0.7,4,600
2:454007,2:3708809,f,7,1.0,60,473.444407440764,0.7,4,600
2:455806,10017:23137,f,7,1.0,30,45.5810160155814,0.7,4,600
2:455115,20656:2868379,f,7,1.0,40,168.643932671946,0.7,4,600
20656:2869750,2:3708579,f,7,1.0,30,15.1937346625128,0.7,4,600
20656:340978,20656:340968,f,7,1.0,50,233.505718352378,0.7,4,600
11178:5888,11178:5882,f,7,1.0,30,43.851400000639,0.7,4,600
20656:360930,20656:2866404,f,7,1.0,30,10.817241515152,0.7,4,600
2:452123,2:452128,f,4,2.0,70,10.4584780919637,0.6,5,1200
2:453600,2:453607,f,7,1.0,40,125.079204782326,0.7,4,600
2:446413,2:3706765,f,5,2.0,70,38.0300306983244,0.6,5,1200
2:458105,2:458149,f,4,2.0,90,383.5901180796,0.6,5,1200
19328:1006,19328:783,f,5,1.0,70,122.416583178159,0.6,5,1200
2:452743,11178:7314,f,5,2.0,70,108.383247929924,0.6,5,1200
2:454331,20656:2869788,f,7,1.0,30,115.238569168388,0.7,4,600
2:445393,2:445288,f,5,2.0,70,390.549508911886,0.6,5,1200
12727:123878,11159:8665,f,3,2.0,100,5.22580271330392,0.5,6,1800
20656:2888105,2:453300,f,7,1.0,40,9.47441111615391,0.7,4,600
18931:167084,18931:167086,f,7,1.0,50,45.2229629244142,0.7,4,600
2:441724,2:441742,f,3,2.0,90,70.9142478627676,0.5,6,1800
10017:22086,2:3709686,f,7,1.0,50,87.0792249266901,0.7,4,600
2:3708926,2:454676,f,7,1.0,30,110.335439220808,0.7,4,600
2:455485,2:455683,f,7,1.0,50,327.774944580975,0.7,4,600
11158:98235,2:456469,f,7,1.0,30,6.16591801787534,0.7,4,600
2:450111,2:450096,f,7,1.0,30,47.2157051581277,0.7,4,600
16585:29062,16585:29060,f,7,1.0,40,473.618644829518,0.7,4,600
2:441968,2:3705861,f,7,1.0,70,475.33917757913,0.7,4,600
20656:2836330,20656:2836360,f,7,1.0,30,40.935688818147,0.7,4,600
11180:996,2:460361,f,7,1.0,30,111.414931212355,0.7,4,600
2:3709639,2:3709705,f,7,1.0,30,261.751105304794,0.7,4,600
2:456067,2:456002,f,7,1.0,40,136.396793851629,0.7,4,600
1:200307805,11178:5071,f,0,2.0,80,54.7043392022227,0.4,8,2000
2:3709607,11178:9664,f,7,1.0,50,206.145192703526,0.7,4,600
2:3709656,2:456588,f,4,2.0,60,144.029659477052,0.6,5,1200
11178:1962,20656:2836956,f,6,1.0,30,9.43383214831389,0.7,4,900
2:3707442,12734:214653,f,3,2.0,70,401.235060911355,0.5,6,1800
10017:22864,20656:2889546,f,7,1.0,40,96.200525715393,0.7,4,600
2:455795,2:455948,f,5,2.0,50,240.879911094733,0.6,5,1200
2:453012,16585:28686,f,7,1.0,40,381.860854658065,0.7,4,600
20656:2867320,2:454972,f,7,1.0,30,115.436104462787,0.7,4,600
11178:5401,2480C1220,t,7,1.0,30,100.0,0.7,4,600
2:460289,2:460281,f,7,1.0,40,107.0056086941,0.7,4,600
2:448981,2:3707041,f,5,2.0,70,600.844926838695,0.6,5,1200
2:454507,2:454472,f,7,1.0,30,62.2258185156129,0.7,4,600
2:454622,2:3709051,f,7,1.0,30,87.9426045210667,0.7,4,600
2:3708564,2:453304,f,4,2.0,50,136.21757913259,0.6,5,1200
20656:341602,2:453720,f,7,1.0,30,159.513316814987,0.7,4,600
2:459041,18931:176005,f,7,1.0,70,10.6006071994694,0.7,4,600
12727:132070,2:453192,f,7,1.0,30,83.1056545577274,0.7,4,600
2:454301,20656:2851207,f,7,1.0,40,453.836048080269,0.7,4,600
2:458944,2:458980,f,4,2.0,50,133.502313036267,0.6,5,1200
2:460285,2:459944,f,7,1.0,70,1191.17856555499,0.7,4,600
20656:2827984,2:460132,f,7,1.0,30,5.95371262312589,0.7,4,600
20656:341378,20656:341376,f,7,1.0,30,49.4640841524771,0.7,4,600
2:453697,2:454175,f,7,1.0,50,77.8059172785572,0.7,4,600
2:455130,2:455123,f,7,1.0,30,77.6210659417728,0.7,4,600
2:454018,20656:2878937,f,7,1.0,30,101.297187456453,0.7,4,600
20661:206,2:455500,f,7,1.0,60,485.005366828284,0.7,4,600
12732:25674,12732:25678,f,7,1.0,30,185.426462807038,0.7,4,600
2:460201,2:460200,f,7,1.0,30,18.9717177397904,0.7,4,600
2:455694,12734:214624,f,5,1.0,70,150.368056624422,0.6,5,1200
16592:22417,11180:984,f,7,1.0,30,94.5971096302817,0.7,4,600
20656:2874866,2:452014,f,7,1.0,30,42.40495774103,0.7,4,600
2:455194,2:455248,f,7,1.0,40,101.439962958957,0.7,4,600
15590:3292,20656:2851459,f,7,1.0,30,132.371368791793,0.7,4,600
11158:99265,11158:99688,f,7,1.0,40,22.3224801446798,0.7,4,600
11158:99216,11158:99208,f,7,1.0,50,10.5834139103249,0.7,4,600
2:3709670,2:456417,f,7,1.0,30,80.3496171185824,0.7,4,600
2480C1230,20656:2817300,t,7,1.0,30,100.0,0.7,4,600
12732:25975,12732:26015,f,7,1.0,40,32.6840230365325,0.7,4,600
2:455384,2:3709182,f,7,1.0,30,318.688207071349,0.7,4,600
11178:5246,2:3709661,f,7,1.0,50,21.4179441264031,0.7,4,600
2:454912,20656:2852044,f,7,1.0,30,9.58184522921936,0.7,4,600
2:459199,2:459106,f,7,1.0,70,278.587569306411,0.7,4,600
2:445466,2:445336,f,5,2.0,70,595.431311660676,0.6,5,1200
11178:6946,2:453898,f,7,1.0,30,132.591254523581,0.7,4,600
20656:2822586,20656:2850954,f,7,1.0,40,71.7006232991054,0.7,4,600
15590:3325,20656:2851569,f,7,1.0,30,222.73823805481,0.7,4,600
16665:18535,16665:18547,f,0,1.0,70,101.682005611524,0.4,8,2000
2:3707020,1:210102800,f,5,2.0,70,109.890343778608,0.6,5,1200
2:450184,2:450150,f,3,2.0,60,85.1881496468356,0.5,6,1800
20656:2851125,20656:2871132,f,7,1.0,30,49.5772742062168,0.7,4,600
16587:25549,2:454536,f,7,1.0,30,161.649904514633,0.7,4,600
11178:6970,11178:6968,f,7,1.0,50,114.094241226288,0.7,4,600
2:456730,2:456801,f,7,1.0,40,260.334358388014,0.7,4,600
1:200301400,10082:148600,f,4,2.0,50,1.00919225096775,0.6,5,1200
12735:11710,11180:1457,f,7,1.0,40,8.02265348873292,0.7,4,600
20656:2851463,10017:21880,f,7,1.0,40,97.6231106843255,0.7,4,600
20656:2837884,16585:29039,f,7,1.0,30,42.9212297879548,0.7,4,600
20656:2873786,20656:1979989,f,7,1.0,30,7.1201636193846,0.7,4,600
20656:2869722,2:453643,f,7,1.0,40,18.9391187368276,0.7,4,600
2:451766,20656:2874800,f,7,1.0,30,32.9295499115804,0.7,4,600
18931:176005,18931:176039,f,7,1.0,70,26.6199968446451,0.7,4,600
2:456468,2:3709641,f,7,1.0,30,86.6460502203716,0.7,4,600
2:3708938,11178:6669,f,7,1.0,50,6.40358040649421,0.7,4,600
2:3707674,20656:2826064,f,7,1.0,50,34.4555900567657,0.7,4,600
2:3709236,20656:2865052,f,7,1.0,40,111.86392015233,0.7,4,600
2:3708786,20656:450507,f,3,2.0,40,9.57074192542574,0.5,6,1800
2:462462,2:462465,f,7,1.0,30,75.91898756338,0.7,4,600
1:200306503,10082:118392,f,4,1.0,60,52.86250199999,0.6,5,1200
20656:2822464,20656:2822462,f,7,1.0,30,65.0845597214447,0.7,4,600
2:446420,11163:244633,f,5,1.0,70,228.726091456825,0.6,5,1200
11158:99053,20656:362845,f,7,1.0,40,23.5251856950363,0.7,4,600
11180:1266,2:460327,f,7,1.0,30,162.591497640101,0.7,4,600
10017:23017,10017:23015,f,7,1.0,50,19.2017192370495,0.7,4,600
2:3711096,2:460391,f,7,1.0,30,221.466453121011,0.7,4,600
18931:175486,2:3709673,f,5,2.0,70,213.405026533461,0.6,5,1200
1:200307305,1:200307306,f,3,2.0,60,30.8923167626834,0.5,6,1800
20656:341323,20656:2824081,f,7,1.0,30,96.4827791088052,0.7,4,600
2:457006,2:456852,f,4,2.0,50,493.218451765701,0.6,5,1200
20656:2661001,20656:2661003,f,7,1.0,50,54.9479885032648,0.7,4,600
2480C1310,2:454761,t,7,1.0,30,100.0,0.7,4,600
2:453180,2:453168,f,7,1.0,30,65.0325967334718,0.7,4,600
2:451104,2:3707662,f,5,1.0,40,32.0988837499975,0.6,5,1200
2:454830,2:3709085,f,7,1.0,30,60.332985638461,0.7,4,600
2480A0040,2:459135,t,7,1.0,30,100.0,0.7,4,600
2:438779,2:438741,f,7,1.0,50,61.3171743146589,0.7,4,600
16665:18582,16665:18584,f,0,2.0,110,81.7029507202609,0.4,8,2000
2:449677,2:449846,f,5,2.0,70,722.466841285555,0.6,5,1200
11178:2858,16665:9604,f,7,1.0,50,57.1510318844232,0.7,4,600
2:456065,20656:2868873,f,7,1.0,50,1.75779008974814,0.7,4,600
2:446871,2:446810,f,4,2.0,60,338.810572167104,0.6,5,1200
2:453352,2:453367,f,0,2.0,80,44.831938157356,0.4,8,2000
20656:2824149,19328:948,f,7,1.0,30,13.698385420039,0.7,4,600
2:451023,2:451060,f,7,1.0,30,163.54679839684,0.7,4,600
2:459951,11180:927,f,7,1.0,50,49.9592714163782,0.7,4,600
2:446348,2:446264,f,7,1.0,50,149.893442526256,0.7,4,600
2:460414,2:460458,f,7,1.0,30,231.751048022182,0.7,4,600
2:3711712,2:3711705,f,7,1.0,30,49.6981827355251,0.7,4,600
2:448042,2:448514,f,4,2.0,80,1593.11318587763,0.6,5,1200
15610:8766,15610:8763,f,7,1.0,40,18.3430493764746,0.7,4,600
11154:7504,11154:7502,f,7,1.0,50,111.389858698195,0.7,4,600
20656:2824873,2:3711724,f,7,1.0,30,5.18394020041788,0.7,4,600
20656:363480,11158:99319,f,7,1.0,40,98.4970646180595,0.7,4,600
2:450639,2:450679,f,3,2.0,70,182.663366545077,0.5,6,1800
2:455784,20656:343613,f,7,1.0,50,14.4616664486863,0.7,4,600
20656:2866153,2:454806,f,7,1.0,50,12.0463362895344,0.7,4,600
16592:20826,20656:2852873,f,4,2.0,90,34.9326053989265,0.6,5,1200
12725:25589,12726:148594,f,7,1.0,40,32.2610864838068,0.7,4,600
2:447317,10027:766627,f,3,2.0,90,84.6417658660659,0.5,6,1800
20656:2827392,2:3710953,f,0,2.0,50,20.4995321165344,0.4,8,2000
20656:2874542,20656:2874526,f,7,1.0,30,166.376184323441,0.7,4,600
11158:99339,20656:2893074,f,7,1.0,30,26.8518243142268,0.7,4,600
2:3709577,2:456047,f,7,1.0,30,25.2665124224171,0.7,4,600
2:456811,11178:8147,f,7,1.0,50,9.84617209937854,0.7,4,600
20656:2850928,2:454975,f,7,1.0,40,13.3675748736034,0.7,4,600
16587:25531,20656:2889600,f,7,1.0,40,233.090589691846,0.7,4,600
13589:14324,2:455313,f,4,2.0,80,883.47539184859,0.6,5,1200
2:3709312,20656:2888183,f,7,1.0,40,4.26485591768458,0.7,4,600
16587:25060,16587:25047,f,7,1.0,50,61.7140987934696,0.7,4,600
2:3709173,2:3709066,f,7,1.0,40,36.3374390959565,0.7,4,600
20656:368544,20656:2872476,f,7,1.0,30,124.924368346783,0.7,4,600
2480B2040,11180:1453,t,7,1.0,30,100.0,0.7,4,600
2:456973,15590:3521,f,7,1.0,50,135.570347377135,0.7,4,600
20656:2856082,2:3709741,f,7,1.0,30,8.10244364363152,0.7,4,600
11178:1964,20656:2836956,f,6,1.0,30,9.41430061097996,0.7,4,900
2:461954,2:3711519,f,7,1.0,50,65.2750728951076,0.7,4,600
20656:361078,16587:25408,f,7,1.0,40,14.6491972819478,0.7,4,600
10027:770689,18931:167070,f,7,1.0,30,125.772269088405,0.7,4,600
2:455210,2:455144,f,4,2.0,80,13.2546677062611,0.6,5,1200
2:451012,2:451005,f,3,2.0,70,75.2207587894286,0.5,6,1800
2:3707175,2:3707112,f,3,2.0,90,313.6802675852,0.5,6,1800
2:3710967,2:460241,f,7,1.0,30,22.4243468133023,0.7,4,600
2:3708437,2:453039,f,7,1.0,50,235.931473584279,0.7,4,600
12849:408,12849:412,f,0,1.0,70,67.286614380155,0.4,8,2000
11178:2751,11178:2753,f,7,1.0,30,203.200577488176,0.7,4,600
20656:2828585,2:451060,f,7,1.0,30,72.9487988280882,0.7,4,600
2:449053,2:448919,f,3,2.0,80,513.903332217443,0.5,6,1800
2:3709375,2:3709458,f,7,1.0,30,31.41389458473,0.7,4,600
2:455233,2:455265,f,7,1.0,40,50.9365066430603,0.7,4,600
12732:30793,12732:30785,f,3,2.0,70,35.9839194400219,0.5,6,1800
1:210102100,2:447104,f,3,2.0,70,178.799599155282,0.5,6,1800
2:457841,2:457843,f,4,2.0,80,10.9412900977121,0.6,5,1200
16672:4414,12732:25668,f,7,1.0,30,118.506492394265,0.7,4,600
2:3708460,2:453257,f,7,1.0,30,17.4583716307648,0.7,4,600
2:453800,11178:6866,f,7,1.0,40,94.3261652127504,0.7,4,600
2:455991,2:3709367,f,7,1.0,40,52.6537494385582,0.7,4,600
20656:2826429,2:450993,f,5,1.0,40,9.54059772756206,0.6,5,1200
11162:12748,10747:2161,f,1,1.0,70,14.7035447013697,0.4,8,2000
2:452097,2:452068,f,7,1.0,30,56.3395252612371,0.7,4,600
16591:14184,11178:5046,f,7,1.0,30,9.28702584224575,0.7,4,600
20656:2817302,20656:2876885,f,7,1.0,50,10.0270271267973,0.7,4,600
15610:9588,15610:9585,f,4,2.0,60,22.0559993018158,0.6,5,1200
2:462527,2:3711688,f,7,1.0,30,185.068812951777,0.7,4,600
2:450337,2:450274,f,7,1.0,50,38.6638818612496,0.7,4,600
20656:2824091,20656:341323,f,7,1.0,30,163.948755718111,0.7,4,600
2:457892,16592:20910,f,4,2.0,90,427.605899470809,0.6,5,1200
2:451046,2:451060,f,7,1.0,30,96.7918561958416,0.7,4,600
2:462555,2:462528,f,5,1.0,40,253.230498377342,0.6,5,1200
2:453243,2:3708486,f,5,2.0,70,305.898237634426,0.6,5,1200
2:462608,1:200101500,f,5,1.0,70,127.250209140244,0.6,5,1200
2480B2010,2:460497,t,7,1.0,30,100.0,0.7,4,600
2:440084,2:439982,f,3,2.0,90,368.01482221637,0.5,6,1800
12727:131081,2:3711187,f,4,2.0,70,829.064954969058,0.6,5,1200
11178:9571,2:456783,f,7,1.0,40,35.2970658267638,0.7,4,600
16671:19540,16671:19552,f,0,2.0,90,43.8702116361672,0.4,8,2000
16587:25511,20656:2868433,f,7,1.0,40,13.2592954943912,0.7,4,600
2:450244,2:450208,f,7,1.0,50,70.8792862419038,0.7,4,600
20656:2836976,2:456318,f,7,1.0,30,28.1891625268962,0.7,4,600
2:454371,20661:26762,f,7,1.0,30,1108.16142985277,0.7,4,600
2:453167,2:453175,f,7,1.0,30,103.113988512649,0.7,4,600
2:456537,1:200402500,f,5,1.0,70,39.472667899557,0.6,5,1200
2:445278,2:3706502,f,5,2.0,50,193.411727354881,0.6,5,1200
2:454684,2:3709117,f,7,1.0,30,88.315811868906,0.7,4,600
1:210102000,2:446485,f,4,2.0,40,42.477506136346,0.6,5,1200
20656:2865036,11178:2461,f,7,1.0,40,6.58606787110568,0.7,4,600
12850:296,2:456838,f,7,1.0,30,17.0486915044138,0.7,4,600
11180:1587,11180:1585,f,7,1.0,30,191.532061215116,0.7,4,600
2:454891,20656:2852090,f,7,1.0,40,102.570175324125,0.7,4,600
11155:157774,11155:157771,f,7,1.0,70,3025.25196849319,0.7,4,600
20656:376397,20656:851990,f,7,1.0,30,157.535597852375,0.7,4,600
1:200304900,2:458268,f,4,2.0,90,404.638201375648,0.6,5,1200
2:462626,2:462595,f,7,1.0,30,113.819092442507,0.7,4,600
20656:3691251,20656:3691255,f,7,1.0,50,108.509800102154,0.7,4,600
2:455597,2:3709199,f,7,1.0,30,107.778576025277,0.7,4,600
2:460408,10027:782261,f,7,1.0,50,160.617068971639,0.7,4,600
20661:27230,20656:361084,f,7,1.0,40,113.213680847325,0.7,4,600
2:456299,16669:27262,f,7,1.0,40,31.3159330042555,0.7,4,600
2:460865,2:460883,f,7,1.0,30,198.105667824838,0.7,4,600
2:3707527,2:450975,f,7,1.0,30,104.014215395256,0.7,4,600
2:455318,2:3709041,f,7,1.0,40,74.8075053757981,0.7,4,600
20656:2860695,2:455957,f,7,1.0,30,62.1334141374199,0.7,4,600
20656:2865000,2:455987,f,7,1.0,40,10.5390870565322,0.7,4,600
1:200307405,1:200307402,f,3,2.0,60,36.0043937651937,0.5,6,1800
20656:2889145,10017:23104,f,7,1.0,50,14.0002113165431,0.7,4,600
16592:20826,12732:25947,f,4,2.0,90,5.49363713798248,0.6,5,1200
16594:23191,12726:148611,f,7,1.0,40,62.8174310352304,0.7,4,600
2:457612,2:3710073,f,4,2.0,70,157.635037592123,0.6,5,1200
2:450342,2:450358,f,4,2.0,50,176.10622695138,0.6,5,1200
2:458986,12726:148440,f,7,1.0,50,136.534698526478,0.7,4,600
2:3709062,2:455487,f,7,1.0,40,42.6935927979705,0.7,4,600
20656:2889562,20656:2889570,f,7,1.0,40,98.5875783209584,0.7,4,600
2:460387,2:3711125,f,7,1.0,30,31.1698412252459,0.7,4,600
2:454588,2:3709090,f,7,1.0,30,59.780517503075,0.7,4,600
20656:2827096,2:460012,f,7,1.0,30,168.289862591996,0.7,4,600
2:456696,2:456728,f,7,1.0,40,21.3491930760481,0.7,4,600
2:447639,2:447554,f,5,2.0,70,482.826535228589,0.6,5,1200
2:3710930,2:459641,f,7,1.0,30,93.1524931929932,0.7,4,600
2:442410,2:442424,f,3,2.0,70,82.2495073007673,0.5,6,1800
20656:2852211,2:3709076,f,7,1.0,50,126.957672761363,0.7,4,600
2:3707614,2:3707789,f,5,1.0,40,56.1027274918734,0.6,5,1200
2:3707280,2:450289,f,5,2.0,70,348.600966914359,0.6,5,1200
1:210100800,2:444908,f,5,1.0,70,408.063928588237,0.6,5,1200
2:3710931,2:459651,f,7,1.0,30,84.2955871704009,0.7,4,600
12734:48073,16669:27139,f,0,2.0,80,31.2298999903968,0.4,8,2000
11178:8543,11178:8547,f,7,1.0,30,85.31168976162,0.7,4,600
2:449887,12734:214719,f,5,2.0,70,526.501917545356,0.6,5,1200
20656:2867272,20656:2867316,f,7,1.0,30,113.937405452701,0.7,4,600
2:450977,2:450900,f,5,1.0,40,203.915528475671,0.6,5,1200
2:455916,2:455617,f,7,1.0,30,99.2818058359185,0.7,4,600
16665:9667,16591:14235,f,7,1.0,40,36.7759725675047,0.7,4,600
2:450214,2:450228,f,3,2.0,70,60.6562449847685,0.5,6,1800
11178:2843,11178:2841,f,7,1.0,50,61.614167047646,0.7,4,600
2:461508,20656:366903,f,7,1.0,70,27.6594752496012,0.7,4,600
2480C1390,2:3708800,t,7,1.0,30,100.0,0.7,4,600
2:450610,2:450570,f,4,2.0,50,104.182102239335,0.6,5,1200
2:3710508,2:458354,f,4,2.0,70,46.6758931477407,0.6,5,1200
2:456382,2:456387,f,7,1.0,40,135.037249894393,0.7,4,600
2:455712,16666:39241,f,7,1.0,40,144.233140942089,0.7,4,600
20656:2859014,11178:1577,f,7,1.0,30,53.5167283938161,0.7,4,600
19328:1081,19328:1075,f,7,1.0,30,139.807606384879,0.7,4,600
2:456406,11158:99237,f,7,1.0,30,17.6176253994538,0.7,4,600
2:450783,2:450788,f,4,2.0,70,39.8204803283164,0.6,5,1200
20656:341280,2:462484,f,7,1.0,30,21.6697874008955,0.7,4,600
2:455538,2:3709223,f,7,1.0,30,60.0347959010364,0.7,4,600
1:200307801,1:200307806,f,0,2.0,50,128.889713531802,0.4,8,2000
2:444392,1:210100100,f,5,1.0,70,1455.14269778838,0.6,5,1200
2:452378,2:452357,f,7,1.0,40,74.456743134941,0.7,4,600
16594:23152,19307:19120,f,3,2.0,60,136.49988631057,0.5,6,1800
20656:2836360,2:456078,f,7,1.0,30,8.50191666613769,0.7,4,600
19328:818,10446:239,f,0,2.0,80,38.938510514497,0.4,8,2000
10446:124,10446:122,f,5,2.0,70,47.0825546201272,0.6,5,1200
2:460383,16587:25214,f,7,1.0,40,26.4810809880919,0.7,4,600
2:461167,2:461160,f,4,2.0,70,70.0454579305447,0.6,5,1200
20656:2861363,2:3709605,f,7,1.0,30,8.56417310619564,0.7,4,600
11154:7557,16665:10247,f,7,1.0,30,12.0208920222375,0.7,4,600
16669:27291,20656:2872070,f,4,2.0,60,74.79629495063,0.6,5,1200
2:454694,20656:2850938,f,7,1.0,40,20.4616905217302,0.7,4,600
12734:47834,12734:47836,f,5,1.0,50,25.8360633820711,0.6,5,1200
2:453695,16665:9707,f,7,1.0,50,76.9765050261315,0.7,4,600
16592:21150,2:3711001,f,7,1.0,50,40.9117749642828,0.7,4,600
2:3709236,2:455904,f,7,1.0,40,162.743750141685,0.7,4,600
11178:8527,11178:8557,f,7,1.0,30,44.4726382963374,0.7,4,600
11158:99382,11158:99389,f,7,1.0,60,24.5541651686563,0.7,4,600
20656:2824173,2:450804,f,7,1.0,30,103.230430378068,0.7,4,600
2:453340,2:453275,f,7,1.0,50,230.358905200393,0.7,4,600
20656:2869033,2:455201,f,7,1.0,40,9.8770368994151,0.7,4,600
16587:25075,2:3711829,f,7,1.0,50,45.7341157073302,0.7,4,600
11158:99495,11158:99321,f,7,1.0,40,16.9871029693099,0.7,4,600
2:447592,2:447588,f,3,2.0,70,10.4899244996512,0.5,6,1800
